name,mode,use_fill16,r16,g16,b16,w16,repeats
G_q16_05527,fill16,1,0,5527,0,0,1
G_q16_05790,fill16,1,0,5790,0,0,1
G_q16_06053,fill16,1,0,6053,0,0,1
G_q16_06316,fill16,1,0,6316,0,0,1
G_q16_06579,fill16,1,0,6579,0,0,1
G_q16_06843,fill16,1,0,6843,0,0,1
G_q16_07106,fill16,1,0,7106,0,0,1
G_q16_07369,fill16,1,0,7369,0,0,1
G_q16_07632,fill16,1,0,7632,0,0,1
G_q16_07895,fill16,1,0,7895,0,0,1
G_q16_08158,fill16,1,0,8158,0,0,1
G_q16_08422,fill16,1,0,8422,0,0,1
G_q16_08685,fill16,1,0,8685,0,0,1
G_q16_08948,fill16,1,0,8948,0,0,1
G_q16_09211,fill16,1,0,9211,0,0,1
G_q16_09474,fill16,1,0,9474,0,0,1
G_q16_09738,fill16,1,0,9738,0,0,1
G_q16_10001,fill16,1,0,10001,0,0,1
G_q16_10264,fill16,1,0,10264,0,0,1
G_q16_10527,fill16,1,0,10527,0,0,1
G_q16_10790,fill16,1,0,10790,0,0,1
G_q16_11054,fill16,1,0,11054,0,0,1
G_q16_11317,fill16,1,0,11317,0,0,1
G_q16_11580,fill16,1,0,11580,0,0,1
G_q16_11843,fill16,1,0,11843,0,0,1
G_q16_12106,fill16,1,0,12106,0,0,1
G_q16_12370,fill16,1,0,12370,0,0,1
G_q16_12633,fill16,1,0,12633,0,0,1
G_q16_12896,fill16,1,0,12896,0,0,1
G_q16_13159,fill16,1,0,13159,0,0,1
G_q16_13422,fill16,1,0,13422,0,0,1
G_q16_13686,fill16,1,0,13686,0,0,1
G_q16_13949,fill16,1,0,13949,0,0,1
G_q16_14212,fill16,1,0,14212,0,0,1
G_q16_14475,fill16,1,0,14475,0,0,1
G_q16_14738,fill16,1,0,14738,0,0,1
G_q16_15001,fill16,1,0,15001,0,0,1
G_q16_15265,fill16,1,0,15265,0,0,1
G_q16_15528,fill16,1,0,15528,0,0,1
G_q16_15791,fill16,1,0,15791,0,0,1
G_q16_16054,fill16,1,0,16054,0,0,1
G_q16_16317,fill16,1,0,16317,0,0,1
G_q16_16581,fill16,1,0,16581,0,0,1
G_q16_16844,fill16,1,0,16844,0,0,1
G_q16_17107,fill16,1,0,17107,0,0,1
G_q16_17370,fill16,1,0,17370,0,0,1
G_q16_17633,fill16,1,0,17633,0,0,1
G_q16_17897,fill16,1,0,17897,0,0,1
G_q16_18160,fill16,1,0,18160,0,0,1
G_q16_18423,fill16,1,0,18423,0,0,1
G_q16_18686,fill16,1,0,18686,0,0,1
G_q16_18949,fill16,1,0,18949,0,0,1
G_q16_19213,fill16,1,0,19213,0,0,1
G_q16_19476,fill16,1,0,19476,0,0,1
G_q16_19739,fill16,1,0,19739,0,0,1
G_q16_20002,fill16,1,0,20002,0,0,1
G_q16_20265,fill16,1,0,20265,0,0,1
G_q16_20529,fill16,1,0,20529,0,0,1
G_q16_20792,fill16,1,0,20792,0,0,1
G_q16_21055,fill16,1,0,21055,0,0,1
G_q16_21318,fill16,1,0,21318,0,0,1
G_q16_21581,fill16,1,0,21581,0,0,1
G_q16_21845,fill16,1,0,21845,0,0,1
G_q16_22108,fill16,1,0,22108,0,0,1
G_q16_22371,fill16,1,0,22371,0,0,1
G_q16_22634,fill16,1,0,22634,0,0,1
G_q16_22897,fill16,1,0,22897,0,0,1
G_q16_23160,fill16,1,0,23160,0,0,1
G_q16_23424,fill16,1,0,23424,0,0,1
G_q16_23687,fill16,1,0,23687,0,0,1
G_q16_23950,fill16,1,0,23950,0,0,1
G_q16_24213,fill16,1,0,24213,0,0,1
G_q16_24476,fill16,1,0,24476,0,0,1
G_q16_24740,fill16,1,0,24740,0,0,1
G_q16_25003,fill16,1,0,25003,0,0,1
G_q16_25266,fill16,1,0,25266,0,0,1
G_q16_25529,fill16,1,0,25529,0,0,1
G_q16_25792,fill16,1,0,25792,0,0,1
G_q16_26056,fill16,1,0,26056,0,0,1
G_q16_26319,fill16,1,0,26319,0,0,1
G_q16_26582,fill16,1,0,26582,0,0,1
G_q16_26845,fill16,1,0,26845,0,0,1
G_q16_27108,fill16,1,0,27108,0,0,1
G_q16_27372,fill16,1,0,27372,0,0,1
G_q16_27635,fill16,1,0,27635,0,0,1
G_q16_27898,fill16,1,0,27898,0,0,1
G_q16_28161,fill16,1,0,28161,0,0,1
G_q16_28424,fill16,1,0,28424,0,0,1
G_q16_28688,fill16,1,0,28688,0,0,1
G_q16_28951,fill16,1,0,28951,0,0,1
G_q16_29214,fill16,1,0,29214,0,0,1
G_q16_29477,fill16,1,0,29477,0,0,1
G_q16_29740,fill16,1,0,29740,0,0,1
G_q16_30003,fill16,1,0,30003,0,0,1
G_q16_30267,fill16,1,0,30267,0,0,1
G_q16_30530,fill16,1,0,30530,0,0,1
G_q16_30793,fill16,1,0,30793,0,0,1
G_q16_31056,fill16,1,0,31056,0,0,1
G_q16_31319,fill16,1,0,31319,0,0,1
G_q16_31583,fill16,1,0,31583,0,0,1
G_q16_31846,fill16,1,0,31846,0,0,1
G_q16_32109,fill16,1,0,32109,0,0,1
G_q16_32372,fill16,1,0,32372,0,0,1
G_q16_32635,fill16,1,0,32635,0,0,1
G_q16_32899,fill16,1,0,32899,0,0,1
G_q16_33162,fill16,1,0,33162,0,0,1
G_q16_33425,fill16,1,0,33425,0,0,1
G_q16_33688,fill16,1,0,33688,0,0,1
G_q16_33951,fill16,1,0,33951,0,0,1
G_q16_34215,fill16,1,0,34215,0,0,1
G_q16_34478,fill16,1,0,34478,0,0,1
G_q16_34741,fill16,1,0,34741,0,0,1
G_q16_35004,fill16,1,0,35004,0,0,1
G_q16_35267,fill16,1,0,35267,0,0,1
G_q16_35531,fill16,1,0,35531,0,0,1
G_q16_35794,fill16,1,0,35794,0,0,1
G_q16_36057,fill16,1,0,36057,0,0,1
G_q16_36320,fill16,1,0,36320,0,0,1
G_q16_36583,fill16,1,0,36583,0,0,1
G_q16_36846,fill16,1,0,36846,0,0,1
G_q16_37110,fill16,1,0,37110,0,0,1
G_q16_37373,fill16,1,0,37373,0,0,1
G_q16_37636,fill16,1,0,37636,0,0,1
G_q16_37899,fill16,1,0,37899,0,0,1
G_q16_38162,fill16,1,0,38162,0,0,1
G_q16_38426,fill16,1,0,38426,0,0,1
G_q16_38689,fill16,1,0,38689,0,0,1
G_q16_38952,fill16,1,0,38952,0,0,1
G_q16_39215,fill16,1,0,39215,0,0,1
G_q16_39478,fill16,1,0,39478,0,0,1
G_q16_39742,fill16,1,0,39742,0,0,1
G_q16_40005,fill16,1,0,40005,0,0,1
G_q16_40268,fill16,1,0,40268,0,0,1
G_q16_40531,fill16,1,0,40531,0,0,1
G_q16_40794,fill16,1,0,40794,0,0,1
G_q16_41058,fill16,1,0,41058,0,0,1
G_q16_41321,fill16,1,0,41321,0,0,1
G_q16_41584,fill16,1,0,41584,0,0,1
G_q16_41847,fill16,1,0,41847,0,0,1
G_q16_42110,fill16,1,0,42110,0,0,1
G_q16_42374,fill16,1,0,42374,0,0,1
G_q16_42637,fill16,1,0,42637,0,0,1
G_q16_42900,fill16,1,0,42900,0,0,1
G_q16_43163,fill16,1,0,43163,0,0,1
G_q16_43426,fill16,1,0,43426,0,0,1
G_q16_43690,fill16,1,0,43690,0,0,1
G_q16_43953,fill16,1,0,43953,0,0,1
G_q16_44216,fill16,1,0,44216,0,0,1
G_q16_44479,fill16,1,0,44479,0,0,1
G_q16_44742,fill16,1,0,44742,0,0,1
G_q16_45005,fill16,1,0,45005,0,0,1
G_q16_45269,fill16,1,0,45269,0,0,1
G_q16_45532,fill16,1,0,45532,0,0,1
G_q16_45795,fill16,1,0,45795,0,0,1
G_q16_46058,fill16,1,0,46058,0,0,1
G_q16_46321,fill16,1,0,46321,0,0,1
G_q16_46585,fill16,1,0,46585,0,0,1
G_q16_46848,fill16,1,0,46848,0,0,1
G_q16_47111,fill16,1,0,47111,0,0,1
G_q16_47374,fill16,1,0,47374,0,0,1
G_q16_47637,fill16,1,0,47637,0,0,1
G_q16_47901,fill16,1,0,47901,0,0,1
G_q16_48164,fill16,1,0,48164,0,0,1
G_q16_48427,fill16,1,0,48427,0,0,1
G_q16_48690,fill16,1,0,48690,0,0,1
G_q16_48953,fill16,1,0,48953,0,0,1
G_q16_49217,fill16,1,0,49217,0,0,1
G_q16_49480,fill16,1,0,49480,0,0,1
G_q16_49743,fill16,1,0,49743,0,0,1
G_q16_50006,fill16,1,0,50006,0,0,1
G_q16_50269,fill16,1,0,50269,0,0,1
G_q16_50533,fill16,1,0,50533,0,0,1
G_q16_50796,fill16,1,0,50796,0,0,1
G_q16_51059,fill16,1,0,51059,0,0,1
G_q16_51322,fill16,1,0,51322,0,0,1
G_q16_51585,fill16,1,0,51585,0,0,1
G_q16_51848,fill16,1,0,51848,0,0,1
G_q16_52112,fill16,1,0,52112,0,0,1
G_q16_52375,fill16,1,0,52375,0,0,1
G_q16_52638,fill16,1,0,52638,0,0,1
G_q16_52901,fill16,1,0,52901,0,0,1
G_q16_53164,fill16,1,0,53164,0,0,1
G_q16_53428,fill16,1,0,53428,0,0,1
G_q16_53691,fill16,1,0,53691,0,0,1
G_q16_53954,fill16,1,0,53954,0,0,1
G_q16_54217,fill16,1,0,54217,0,0,1
G_q16_54480,fill16,1,0,54480,0,0,1
G_q16_54744,fill16,1,0,54744,0,0,1
G_q16_55007,fill16,1,0,55007,0,0,1
G_q16_55270,fill16,1,0,55270,0,0,1
G_q16_55533,fill16,1,0,55533,0,0,1
G_q16_55796,fill16,1,0,55796,0,0,1
G_q16_56060,fill16,1,0,56060,0,0,1
G_q16_56323,fill16,1,0,56323,0,0,1
G_q16_56586,fill16,1,0,56586,0,0,1
G_q16_56849,fill16,1,0,56849,0,0,1
G_q16_57112,fill16,1,0,57112,0,0,1
G_q16_57376,fill16,1,0,57376,0,0,1
G_q16_57639,fill16,1,0,57639,0,0,1
G_q16_57902,fill16,1,0,57902,0,0,1
G_q16_58165,fill16,1,0,58165,0,0,1
G_q16_58428,fill16,1,0,58428,0,0,1
G_q16_58691,fill16,1,0,58691,0,0,1
G_q16_58955,fill16,1,0,58955,0,0,1
G_q16_59218,fill16,1,0,59218,0,0,1
G_q16_59481,fill16,1,0,59481,0,0,1
G_q16_59744,fill16,1,0,59744,0,0,1
G_q16_60007,fill16,1,0,60007,0,0,1
G_q16_60271,fill16,1,0,60271,0,0,1
G_q16_60534,fill16,1,0,60534,0,0,1
G_q16_60797,fill16,1,0,60797,0,0,1
G_q16_61060,fill16,1,0,61060,0,0,1
G_q16_61323,fill16,1,0,61323,0,0,1
G_q16_61587,fill16,1,0,61587,0,0,1
G_q16_61850,fill16,1,0,61850,0,0,1
G_q16_62113,fill16,1,0,62113,0,0,1
G_q16_62376,fill16,1,0,62376,0,0,1
G_q16_62639,fill16,1,0,62639,0,0,1
G_q16_62903,fill16,1,0,62903,0,0,1
G_q16_63166,fill16,1,0,63166,0,0,1
G_q16_63429,fill16,1,0,63429,0,0,1
G_q16_63692,fill16,1,0,63692,0,0,1
G_q16_63955,fill16,1,0,63955,0,0,1
G_q16_64219,fill16,1,0,64219,0,0,1
G_q16_64482,fill16,1,0,64482,0,0,1
G_q16_64745,fill16,1,0,64745,0,0,1
G_q16_65008,fill16,1,0,65008,0,0,1
G_q16_65271,fill16,1,0,65271,0,0,1
G_q16_65535,fill16,1,0,65535,0,0,1
B_q16_00000,fill16,1,0,0,0,0,1
B_q16_00263,fill16,1,0,0,263,0,1
B_q16_00526,fill16,1,0,0,526,0,1
B_q16_00789,fill16,1,0,0,789,0,1
B_q16_01052,fill16,1,0,0,1052,0,1
B_q16_01315,fill16,1,0,0,1315,0,1
B_q16_01579,fill16,1,0,0,1579,0,1
B_q16_01842,fill16,1,0,0,1842,0,1
B_q16_02105,fill16,1,0,0,2105,0,1
B_q16_02368,fill16,1,0,0,2368,0,1
B_q16_02631,fill16,1,0,0,2631,0,1
B_q16_02895,fill16,1,0,0,2895,0,1
B_q16_03158,fill16,1,0,0,3158,0,1
B_q16_03421,fill16,1,0,0,3421,0,1
B_q16_03684,fill16,1,0,0,3684,0,1
B_q16_03947,fill16,1,0,0,3947,0,1
B_q16_04211,fill16,1,0,0,4211,0,1
B_q16_04474,fill16,1,0,0,4474,0,1
B_q16_04737,fill16,1,0,0,4737,0,1
B_q16_05000,fill16,1,0,0,5000,0,1
B_q16_05263,fill16,1,0,0,5263,0,1
B_q16_05527,fill16,1,0,0,5527,0,1
B_q16_05790,fill16,1,0,0,5790,0,1
B_q16_06053,fill16,1,0,0,6053,0,1
B_q16_06316,fill16,1,0,0,6316,0,1
B_q16_06579,fill16,1,0,0,6579,0,1
B_q16_06843,fill16,1,0,0,6843,0,1
B_q16_07106,fill16,1,0,0,7106,0,1
B_q16_07369,fill16,1,0,0,7369,0,1
B_q16_07632,fill16,1,0,0,7632,0,1
B_q16_07895,fill16,1,0,0,7895,0,1
B_q16_08158,fill16,1,0,0,8158,0,1
B_q16_08422,fill16,1,0,0,8422,0,1
B_q16_08685,fill16,1,0,0,8685,0,1
B_q16_08948,fill16,1,0,0,8948,0,1
B_q16_09211,fill16,1,0,0,9211,0,1
B_q16_09474,fill16,1,0,0,9474,0,1
B_q16_09738,fill16,1,0,0,9738,0,1
B_q16_10001,fill16,1,0,0,10001,0,1
B_q16_10264,fill16,1,0,0,10264,0,1
B_q16_10527,fill16,1,0,0,10527,0,1
B_q16_10790,fill16,1,0,0,10790,0,1
B_q16_11054,fill16,1,0,0,11054,0,1
B_q16_11317,fill16,1,0,0,11317,0,1
B_q16_11580,fill16,1,0,0,11580,0,1
B_q16_11843,fill16,1,0,0,11843,0,1
B_q16_12106,fill16,1,0,0,12106,0,1
B_q16_12370,fill16,1,0,0,12370,0,1
B_q16_12633,fill16,1,0,0,12633,0,1
B_q16_12896,fill16,1,0,0,12896,0,1
B_q16_13159,fill16,1,0,0,13159,0,1
B_q16_13422,fill16,1,0,0,13422,0,1
B_q16_13686,fill16,1,0,0,13686,0,1
B_q16_13949,fill16,1,0,0,13949,0,1
B_q16_14212,fill16,1,0,0,14212,0,1
B_q16_14475,fill16,1,0,0,14475,0,1
B_q16_14738,fill16,1,0,0,14738,0,1
B_q16_15001,fill16,1,0,0,15001,0,1
B_q16_15265,fill16,1,0,0,15265,0,1
B_q16_15528,fill16,1,0,0,15528,0,1
B_q16_15791,fill16,1,0,0,15791,0,1
B_q16_16054,fill16,1,0,0,16054,0,1
B_q16_16317,fill16,1,0,0,16317,0,1
B_q16_16581,fill16,1,0,0,16581,0,1
B_q16_16844,fill16,1,0,0,16844,0,1
B_q16_17107,fill16,1,0,0,17107,0,1
B_q16_17370,fill16,1,0,0,17370,0,1
B_q16_17633,fill16,1,0,0,17633,0,1
B_q16_17897,fill16,1,0,0,17897,0,1
B_q16_18160,fill16,1,0,0,18160,0,1
B_q16_18423,fill16,1,0,0,18423,0,1
B_q16_18686,fill16,1,0,0,18686,0,1
B_q16_18949,fill16,1,0,0,18949,0,1
B_q16_19213,fill16,1,0,0,19213,0,1
B_q16_19476,fill16,1,0,0,19476,0,1
B_q16_19739,fill16,1,0,0,19739,0,1
B_q16_20002,fill16,1,0,0,20002,0,1
B_q16_20265,fill16,1,0,0,20265,0,1
B_q16_20529,fill16,1,0,0,20529,0,1
B_q16_20792,fill16,1,0,0,20792,0,1
B_q16_21055,fill16,1,0,0,21055,0,1
B_q16_21318,fill16,1,0,0,21318,0,1
B_q16_21581,fill16,1,0,0,21581,0,1
B_q16_21845,fill16,1,0,0,21845,0,1
B_q16_22108,fill16,1,0,0,22108,0,1
B_q16_22371,fill16,1,0,0,22371,0,1
B_q16_22634,fill16,1,0,0,22634,0,1
B_q16_22897,fill16,1,0,0,22897,0,1
B_q16_23160,fill16,1,0,0,23160,0,1
B_q16_23424,fill16,1,0,0,23424,0,1
B_q16_23687,fill16,1,0,0,23687,0,1
B_q16_23950,fill16,1,0,0,23950,0,1
B_q16_24213,fill16,1,0,0,24213,0,1
B_q16_24476,fill16,1,0,0,24476,0,1
B_q16_24740,fill16,1,0,0,24740,0,1
B_q16_25003,fill16,1,0,0,25003,0,1
B_q16_25266,fill16,1,0,0,25266,0,1
B_q16_25529,fill16,1,0,0,25529,0,1
B_q16_25792,fill16,1,0,0,25792,0,1
B_q16_26056,fill16,1,0,0,26056,0,1
B_q16_26319,fill16,1,0,0,26319,0,1
B_q16_26582,fill16,1,0,0,26582,0,1
B_q16_26845,fill16,1,0,0,26845,0,1
B_q16_27108,fill16,1,0,0,27108,0,1
B_q16_27372,fill16,1,0,0,27372,0,1
B_q16_27635,fill16,1,0,0,27635,0,1
B_q16_27898,fill16,1,0,0,27898,0,1
B_q16_28161,fill16,1,0,0,28161,0,1
B_q16_28424,fill16,1,0,0,28424,0,1
B_q16_28688,fill16,1,0,0,28688,0,1
B_q16_28951,fill16,1,0,0,28951,0,1
B_q16_29214,fill16,1,0,0,29214,0,1
B_q16_29477,fill16,1,0,0,29477,0,1
B_q16_29740,fill16,1,0,0,29740,0,1
B_q16_30003,fill16,1,0,0,30003,0,1
B_q16_30267,fill16,1,0,0,30267,0,1
B_q16_30530,fill16,1,0,0,30530,0,1
B_q16_30793,fill16,1,0,0,30793,0,1
B_q16_31056,fill16,1,0,0,31056,0,1
B_q16_31319,fill16,1,0,0,31319,0,1
B_q16_31583,fill16,1,0,0,31583,0,1
B_q16_31846,fill16,1,0,0,31846,0,1
B_q16_32109,fill16,1,0,0,32109,0,1
B_q16_32372,fill16,1,0,0,32372,0,1
B_q16_32635,fill16,1,0,0,32635,0,1
B_q16_32899,fill16,1,0,0,32899,0,1
B_q16_33162,fill16,1,0,0,33162,0,1
B_q16_33425,fill16,1,0,0,33425,0,1
B_q16_33688,fill16,1,0,0,33688,0,1
B_q16_33951,fill16,1,0,0,33951,0,1
B_q16_34215,fill16,1,0,0,34215,0,1
B_q16_34478,fill16,1,0,0,34478,0,1
B_q16_34741,fill16,1,0,0,34741,0,1
B_q16_35004,fill16,1,0,0,35004,0,1
B_q16_35267,fill16,1,0,0,35267,0,1
B_q16_35531,fill16,1,0,0,35531,0,1
B_q16_35794,fill16,1,0,0,35794,0,1
B_q16_36057,fill16,1,0,0,36057,0,1
B_q16_36320,fill16,1,0,0,36320,0,1
B_q16_36583,fill16,1,0,0,36583,0,1
B_q16_36846,fill16,1,0,0,36846,0,1
B_q16_37110,fill16,1,0,0,37110,0,1
B_q16_37373,fill16,1,0,0,37373,0,1
B_q16_37636,fill16,1,0,0,37636,0,1
B_q16_37899,fill16,1,0,0,37899,0,1
B_q16_38162,fill16,1,0,0,38162,0,1
B_q16_38426,fill16,1,0,0,38426,0,1
B_q16_38689,fill16,1,0,0,38689,0,1
B_q16_38952,fill16,1,0,0,38952,0,1
B_q16_39215,fill16,1,0,0,39215,0,1
B_q16_39478,fill16,1,0,0,39478,0,1
B_q16_39742,fill16,1,0,0,39742,0,1
B_q16_40005,fill16,1,0,0,40005,0,1
B_q16_40268,fill16,1,0,0,40268,0,1
B_q16_40531,fill16,1,0,0,40531,0,1
B_q16_40794,fill16,1,0,0,40794,0,1
B_q16_41058,fill16,1,0,0,41058,0,1
B_q16_41321,fill16,1,0,0,41321,0,1
B_q16_41584,fill16,1,0,0,41584,0,1
B_q16_41847,fill16,1,0,0,41847,0,1
B_q16_42110,fill16,1,0,0,42110,0,1
B_q16_42374,fill16,1,0,0,42374,0,1
B_q16_42637,fill16,1,0,0,42637,0,1
B_q16_42900,fill16,1,0,0,42900,0,1
B_q16_43163,fill16,1,0,0,43163,0,1
B_q16_43426,fill16,1,0,0,43426,0,1
B_q16_43690,fill16,1,0,0,43690,0,1
B_q16_43953,fill16,1,0,0,43953,0,1
B_q16_44216,fill16,1,0,0,44216,0,1
B_q16_44479,fill16,1,0,0,44479,0,1
B_q16_44742,fill16,1,0,0,44742,0,1
B_q16_45005,fill16,1,0,0,45005,0,1
B_q16_45269,fill16,1,0,0,45269,0,1
B_q16_45532,fill16,1,0,0,45532,0,1
B_q16_45795,fill16,1,0,0,45795,0,1
B_q16_46058,fill16,1,0,0,46058,0,1
B_q16_46321,fill16,1,0,0,46321,0,1
B_q16_46585,fill16,1,0,0,46585,0,1
B_q16_46848,fill16,1,0,0,46848,0,1
B_q16_47111,fill16,1,0,0,47111,0,1
B_q16_47374,fill16,1,0,0,47374,0,1
B_q16_47637,fill16,1,0,0,47637,0,1
B_q16_47901,fill16,1,0,0,47901,0,1
B_q16_48164,fill16,1,0,0,48164,0,1
B_q16_48427,fill16,1,0,0,48427,0,1
B_q16_48690,fill16,1,0,0,48690,0,1
B_q16_48953,fill16,1,0,0,48953,0,1
B_q16_49217,fill16,1,0,0,49217,0,1
B_q16_49480,fill16,1,0,0,49480,0,1
B_q16_49743,fill16,1,0,0,49743,0,1
B_q16_50006,fill16,1,0,0,50006,0,1
B_q16_50269,fill16,1,0,0,50269,0,1
B_q16_50533,fill16,1,0,0,50533,0,1
B_q16_50796,fill16,1,0,0,50796,0,1
B_q16_51059,fill16,1,0,0,51059,0,1
B_q16_51322,fill16,1,0,0,51322,0,1
B_q16_51585,fill16,1,0,0,51585,0,1
B_q16_51848,fill16,1,0,0,51848,0,1
B_q16_52112,fill16,1,0,0,52112,0,1
B_q16_52375,fill16,1,0,0,52375,0,1
B_q16_52638,fill16,1,0,0,52638,0,1
B_q16_52901,fill16,1,0,0,52901,0,1
B_q16_53164,fill16,1,0,0,53164,0,1
B_q16_53428,fill16,1,0,0,53428,0,1
B_q16_53691,fill16,1,0,0,53691,0,1
B_q16_53954,fill16,1,0,0,53954,0,1
B_q16_54217,fill16,1,0,0,54217,0,1
B_q16_54480,fill16,1,0,0,54480,0,1
B_q16_54744,fill16,1,0,0,54744,0,1
B_q16_55007,fill16,1,0,0,55007,0,1
B_q16_55270,fill16,1,0,0,55270,0,1
B_q16_55533,fill16,1,0,0,55533,0,1
B_q16_55796,fill16,1,0,0,55796,0,1
B_q16_56060,fill16,1,0,0,56060,0,1
B_q16_56323,fill16,1,0,0,56323,0,1
B_q16_56586,fill16,1,0,0,56586,0,1
B_q16_56849,fill16,1,0,0,56849,0,1
B_q16_57112,fill16,1,0,0,57112,0,1
B_q16_57376,fill16,1,0,0,57376,0,1
B_q16_57639,fill16,1,0,0,57639,0,1
B_q16_57902,fill16,1,0,0,57902,0,1
B_q16_58165,fill16,1,0,0,58165,0,1
B_q16_58428,fill16,1,0,0,58428,0,1
B_q16_58691,fill16,1,0,0,58691,0,1
B_q16_58955,fill16,1,0,0,58955,0,1
B_q16_59218,fill16,1,0,0,59218,0,1
B_q16_59481,fill16,1,0,0,59481,0,1
B_q16_59744,fill16,1,0,0,59744,0,1
B_q16_60007,fill16,1,0,0,60007,0,1
B_q16_60271,fill16,1,0,0,60271,0,1
B_q16_60534,fill16,1,0,0,60534,0,1
B_q16_60797,fill16,1,0,0,60797,0,1
B_q16_61060,fill16,1,0,0,61060,0,1
