name,mode,use_fill16,r16,g16,b16,w16,repeats
B_q16_61323,fill16,1,0,0,61323,0,1
B_q16_61587,fill16,1,0,0,61587,0,1
B_q16_61850,fill16,1,0,0,61850,0,1
B_q16_62113,fill16,1,0,0,62113,0,1
B_q16_62376,fill16,1,0,0,62376,0,1
B_q16_62639,fill16,1,0,0,62639,0,1
B_q16_62903,fill16,1,0,0,62903,0,1
B_q16_63166,fill16,1,0,0,63166,0,1
B_q16_63429,fill16,1,0,0,63429,0,1
B_q16_63692,fill16,1,0,0,63692,0,1
B_q16_63955,fill16,1,0,0,63955,0,1
B_q16_64219,fill16,1,0,0,64219,0,1
B_q16_64482,fill16,1,0,0,64482,0,1
B_q16_64745,fill16,1,0,0,64745,0,1
B_q16_65008,fill16,1,0,0,65008,0,1
B_q16_65271,fill16,1,0,0,65271,0,1
B_q16_65535,fill16,1,0,0,65535,0,1
W_q16_00000,fill16,1,0,0,0,0,1
W_q16_00263,fill16,1,0,0,0,263,1
W_q16_00526,fill16,1,0,0,0,526,1
W_q16_00789,fill16,1,0,0,0,789,1
W_q16_01052,fill16,1,0,0,0,1052,1
W_q16_01315,fill16,1,0,0,0,1315,1
W_q16_01579,fill16,1,0,0,0,1579,1
W_q16_01842,fill16,1,0,0,0,1842,1
W_q16_02105,fill16,1,0,0,0,2105,1
W_q16_02368,fill16,1,0,0,0,2368,1
W_q16_02631,fill16,1,0,0,0,2631,1
W_q16_02895,fill16,1,0,0,0,2895,1
W_q16_03158,fill16,1,0,0,0,3158,1
W_q16_03421,fill16,1,0,0,0,3421,1
W_q16_03684,fill16,1,0,0,0,3684,1
W_q16_03947,fill16,1,0,0,0,3947,1
W_q16_04211,fill16,1,0,0,0,4211,1
W_q16_04474,fill16,1,0,0,0,4474,1
W_q16_04737,fill16,1,0,0,0,4737,1
W_q16_05000,fill16,1,0,0,0,5000,1
W_q16_05263,fill16,1,0,0,0,5263,1
W_q16_05527,fill16,1,0,0,0,5527,1
W_q16_05790,fill16,1,0,0,0,5790,1
W_q16_06053,fill16,1,0,0,0,6053,1
W_q16_06316,fill16,1,0,0,0,6316,1
W_q16_06579,fill16,1,0,0,0,6579,1
W_q16_06843,fill16,1,0,0,0,6843,1
W_q16_07106,fill16,1,0,0,0,7106,1
W_q16_07369,fill16,1,0,0,0,7369,1
W_q16_07632,fill16,1,0,0,0,7632,1
W_q16_07895,fill16,1,0,0,0,7895,1
W_q16_08158,fill16,1,0,0,0,8158,1
W_q16_08422,fill16,1,0,0,0,8422,1
W_q16_08685,fill16,1,0,0,0,8685,1
W_q16_08948,fill16,1,0,0,0,8948,1
W_q16_09211,fill16,1,0,0,0,9211,1
W_q16_09474,fill16,1,0,0,0,9474,1
W_q16_09738,fill16,1,0,0,0,9738,1
W_q16_10001,fill16,1,0,0,0,10001,1
W_q16_10264,fill16,1,0,0,0,10264,1
W_q16_10527,fill16,1,0,0,0,10527,1
W_q16_10790,fill16,1,0,0,0,10790,1
W_q16_11054,fill16,1,0,0,0,11054,1
W_q16_11317,fill16,1,0,0,0,11317,1
W_q16_11580,fill16,1,0,0,0,11580,1
W_q16_11843,fill16,1,0,0,0,11843,1
W_q16_12106,fill16,1,0,0,0,12106,1
W_q16_12370,fill16,1,0,0,0,12370,1
W_q16_12633,fill16,1,0,0,0,12633,1
W_q16_12896,fill16,1,0,0,0,12896,1
W_q16_13159,fill16,1,0,0,0,13159,1
W_q16_13422,fill16,1,0,0,0,13422,1
W_q16_13686,fill16,1,0,0,0,13686,1
W_q16_13949,fill16,1,0,0,0,13949,1
W_q16_14212,fill16,1,0,0,0,14212,1
W_q16_14475,fill16,1,0,0,0,14475,1
W_q16_14738,fill16,1,0,0,0,14738,1
W_q16_15001,fill16,1,0,0,0,15001,1
W_q16_15265,fill16,1,0,0,0,15265,1
W_q16_15528,fill16,1,0,0,0,15528,1
W_q16_15791,fill16,1,0,0,0,15791,1
W_q16_16054,fill16,1,0,0,0,16054,1
W_q16_16317,fill16,1,0,0,0,16317,1
W_q16_16581,fill16,1,0,0,0,16581,1
W_q16_16844,fill16,1,0,0,0,16844,1
W_q16_17107,fill16,1,0,0,0,17107,1
W_q16_17370,fill16,1,0,0,0,17370,1
W_q16_17633,fill16,1,0,0,0,17633,1
W_q16_17897,fill16,1,0,0,0,17897,1
W_q16_18160,fill16,1,0,0,0,18160,1
W_q16_18423,fill16,1,0,0,0,18423,1
W_q16_18686,fill16,1,0,0,0,18686,1
W_q16_18949,fill16,1,0,0,0,18949,1
W_q16_19213,fill16,1,0,0,0,19213,1
W_q16_19476,fill16,1,0,0,0,19476,1
W_q16_19739,fill16,1,0,0,0,19739,1
W_q16_20002,fill16,1,0,0,0,20002,1
W_q16_20265,fill16,1,0,0,0,20265,1
W_q16_20529,fill16,1,0,0,0,20529,1
W_q16_20792,fill16,1,0,0,0,20792,1
W_q16_21055,fill16,1,0,0,0,21055,1
W_q16_21318,fill16,1,0,0,0,21318,1
W_q16_21581,fill16,1,0,0,0,21581,1
W_q16_21845,fill16,1,0,0,0,21845,1
W_q16_22108,fill16,1,0,0,0,22108,1
W_q16_22371,fill16,1,0,0,0,22371,1
W_q16_22634,fill16,1,0,0,0,22634,1
W_q16_22897,fill16,1,0,0,0,22897,1
W_q16_23160,fill16,1,0,0,0,23160,1
W_q16_23424,fill16,1,0,0,0,23424,1
W_q16_23687,fill16,1,0,0,0,23687,1
W_q16_23950,fill16,1,0,0,0,23950,1
W_q16_24213,fill16,1,0,0,0,24213,1
W_q16_24476,fill16,1,0,0,0,24476,1
W_q16_24740,fill16,1,0,0,0,24740,1
W_q16_25003,fill16,1,0,0,0,25003,1
W_q16_25266,fill16,1,0,0,0,25266,1
W_q16_25529,fill16,1,0,0,0,25529,1
W_q16_25792,fill16,1,0,0,0,25792,1
W_q16_26056,fill16,1,0,0,0,26056,1
W_q16_26319,fill16,1,0,0,0,26319,1
W_q16_26582,fill16,1,0,0,0,26582,1
W_q16_26845,fill16,1,0,0,0,26845,1
W_q16_27108,fill16,1,0,0,0,27108,1
W_q16_27372,fill16,1,0,0,0,27372,1
W_q16_27635,fill16,1,0,0,0,27635,1
W_q16_27898,fill16,1,0,0,0,27898,1
W_q16_28161,fill16,1,0,0,0,28161,1
W_q16_28424,fill16,1,0,0,0,28424,1
W_q16_28688,fill16,1,0,0,0,28688,1
W_q16_28951,fill16,1,0,0,0,28951,1
W_q16_29214,fill16,1,0,0,0,29214,1
W_q16_29477,fill16,1,0,0,0,29477,1
W_q16_29740,fill16,1,0,0,0,29740,1
W_q16_30003,fill16,1,0,0,0,30003,1
W_q16_30267,fill16,1,0,0,0,30267,1
W_q16_30530,fill16,1,0,0,0,30530,1
W_q16_30793,fill16,1,0,0,0,30793,1
W_q16_31056,fill16,1,0,0,0,31056,1
W_q16_31319,fill16,1,0,0,0,31319,1
W_q16_31583,fill16,1,0,0,0,31583,1
W_q16_31846,fill16,1,0,0,0,31846,1
W_q16_32109,fill16,1,0,0,0,32109,1
W_q16_32372,fill16,1,0,0,0,32372,1
W_q16_32635,fill16,1,0,0,0,32635,1
W_q16_32899,fill16,1,0,0,0,32899,1
W_q16_33162,fill16,1,0,0,0,33162,1
W_q16_33425,fill16,1,0,0,0,33425,1
W_q16_33688,fill16,1,0,0,0,33688,1
W_q16_33951,fill16,1,0,0,0,33951,1
W_q16_34215,fill16,1,0,0,0,34215,1
W_q16_34478,fill16,1,0,0,0,34478,1
W_q16_34741,fill16,1,0,0,0,34741,1
W_q16_35004,fill16,1,0,0,0,35004,1
W_q16_35267,fill16,1,0,0,0,35267,1
W_q16_35531,fill16,1,0,0,0,35531,1
W_q16_35794,fill16,1,0,0,0,35794,1
W_q16_36057,fill16,1,0,0,0,36057,1
W_q16_36320,fill16,1,0,0,0,36320,1
W_q16_36583,fill16,1,0,0,0,36583,1
W_q16_36846,fill16,1,0,0,0,36846,1
W_q16_37110,fill16,1,0,0,0,37110,1
W_q16_37373,fill16,1,0,0,0,37373,1
W_q16_37636,fill16,1,0,0,0,37636,1
W_q16_37899,fill16,1,0,0,0,37899,1
W_q16_38162,fill16,1,0,0,0,38162,1
W_q16_38426,fill16,1,0,0,0,38426,1
W_q16_38689,fill16,1,0,0,0,38689,1
W_q16_38952,fill16,1,0,0,0,38952,1
W_q16_39215,fill16,1,0,0,0,39215,1
W_q16_39478,fill16,1,0,0,0,39478,1
W_q16_39742,fill16,1,0,0,0,39742,1
W_q16_40005,fill16,1,0,0,0,40005,1
W_q16_40268,fill16,1,0,0,0,40268,1
W_q16_40531,fill16,1,0,0,0,40531,1
W_q16_40794,fill16,1,0,0,0,40794,1
W_q16_41058,fill16,1,0,0,0,41058,1
W_q16_41321,fill16,1,0,0,0,41321,1
W_q16_41584,fill16,1,0,0,0,41584,1
W_q16_41847,fill16,1,0,0,0,41847,1
W_q16_42110,fill16,1,0,0,0,42110,1
W_q16_42374,fill16,1,0,0,0,42374,1
W_q16_42637,fill16,1,0,0,0,42637,1
W_q16_42900,fill16,1,0,0,0,42900,1
W_q16_43163,fill16,1,0,0,0,43163,1
W_q16_43426,fill16,1,0,0,0,43426,1
W_q16_43690,fill16,1,0,0,0,43690,1
W_q16_43953,fill16,1,0,0,0,43953,1
W_q16_44216,fill16,1,0,0,0,44216,1
W_q16_44479,fill16,1,0,0,0,44479,1
W_q16_44742,fill16,1,0,0,0,44742,1
W_q16_45005,fill16,1,0,0,0,45005,1
W_q16_45269,fill16,1,0,0,0,45269,1
W_q16_45532,fill16,1,0,0,0,45532,1
W_q16_45795,fill16,1,0,0,0,45795,1
W_q16_46058,fill16,1,0,0,0,46058,1
W_q16_46321,fill16,1,0,0,0,46321,1
W_q16_46585,fill16,1,0,0,0,46585,1
W_q16_46848,fill16,1,0,0,0,46848,1
W_q16_47111,fill16,1,0,0,0,47111,1
W_q16_47374,fill16,1,0,0,0,47374,1
W_q16_47637,fill16,1,0,0,0,47637,1
W_q16_47901,fill16,1,0,0,0,47901,1
W_q16_48164,fill16,1,0,0,0,48164,1
W_q16_48427,fill16,1,0,0,0,48427,1
W_q16_48690,fill16,1,0,0,0,48690,1
W_q16_48953,fill16,1,0,0,0,48953,1
W_q16_49217,fill16,1,0,0,0,49217,1
W_q16_49480,fill16,1,0,0,0,49480,1
W_q16_49743,fill16,1,0,0,0,49743,1
W_q16_50006,fill16,1,0,0,0,50006,1
W_q16_50269,fill16,1,0,0,0,50269,1
W_q16_50533,fill16,1,0,0,0,50533,1
W_q16_50796,fill16,1,0,0,0,50796,1
W_q16_51059,fill16,1,0,0,0,51059,1
W_q16_51322,fill16,1,0,0,0,51322,1
W_q16_51585,fill16,1,0,0,0,51585,1
W_q16_51848,fill16,1,0,0,0,51848,1
W_q16_52112,fill16,1,0,0,0,52112,1
W_q16_52375,fill16,1,0,0,0,52375,1
W_q16_52638,fill16,1,0,0,0,52638,1
W_q16_52901,fill16,1,0,0,0,52901,1
W_q16_53164,fill16,1,0,0,0,53164,1
W_q16_53428,fill16,1,0,0,0,53428,1
W_q16_53691,fill16,1,0,0,0,53691,1
W_q16_53954,fill16,1,0,0,0,53954,1
W_q16_54217,fill16,1,0,0,0,54217,1
W_q16_54480,fill16,1,0,0,0,54480,1
W_q16_54744,fill16,1,0,0,0,54744,1
W_q16_55007,fill16,1,0,0,0,55007,1
W_q16_55270,fill16,1,0,0,0,55270,1
W_q16_55533,fill16,1,0,0,0,55533,1
W_q16_55796,fill16,1,0,0,0,55796,1
W_q16_56060,fill16,1,0,0,0,56060,1
W_q16_56323,fill16,1,0,0,0,56323,1
W_q16_56586,fill16,1,0,0,0,56586,1
W_q16_56849,fill16,1,0,0,0,56849,1
W_q16_57112,fill16,1,0,0,0,57112,1
W_q16_57376,fill16,1,0,0,0,57376,1
W_q16_57639,fill16,1,0,0,0,57639,1
W_q16_57902,fill16,1,0,0,0,57902,1
W_q16_58165,fill16,1,0,0,0,58165,1
W_q16_58428,fill16,1,0,0,0,58428,1
W_q16_58691,fill16,1,0,0,0,58691,1
W_q16_58955,fill16,1,0,0,0,58955,1
W_q16_59218,fill16,1,0,0,0,59218,1
W_q16_59481,fill16,1,0,0,0,59481,1
W_q16_59744,fill16,1,0,0,0,59744,1
W_q16_60007,fill16,1,0,0,0,60007,1
W_q16_60271,fill16,1,0,0,0,60271,1
W_q16_60534,fill16,1,0,0,0,60534,1
W_q16_60797,fill16,1,0,0,0,60797,1
W_q16_61060,fill16,1,0,0,0,61060,1
W_q16_61323,fill16,1,0,0,0,61323,1
W_q16_61587,fill16,1,0,0,0,61587,1
W_q16_61850,fill16,1,0,0,0,61850,1
W_q16_62113,fill16,1,0,0,0,62113,1
W_q16_62376,fill16,1,0,0,0,62376,1
W_q16_62639,fill16,1,0,0,0,62639,1
W_q16_62903,fill16,1,0,0,0,62903,1
W_q16_63166,fill16,1,0,0,0,63166,1
W_q16_63429,fill16,1,0,0,0,63429,1
W_q16_63692,fill16,1,0,0,0,63692,1
W_q16_63955,fill16,1,0,0,0,63955,1
W_q16_64219,fill16,1,0,0,0,64219,1
W_q16_64482,fill16,1,0,0,0,64482,1
W_q16_64745,fill16,1,0,0,0,64745,1
W_q16_65008,fill16,1,0,0,0,65008,1
W_q16_65271,fill16,1,0,0,0,65271,1
W_q16_65535,fill16,1,0,0,0,65535,1
color_r0.3_g0.3_b0.6_16383,fill16,1,4914,4914,9829,0,1
color_r0.3_g0.3_b0.6_32767,fill16,1,9830,9830,19660,0,1
color_r0.3_g0.3_b0.6_49151,fill16,1,14745,14745,29490,0,1
color_r0.3_g0.3_b1.0_16383,fill16,1,4914,4914,16383,0,1
color_r0.3_g0.3_b1.0_32767,fill16,1,9830,9830,32767,0,1
color_r0.3_g0.3_b1.0_49151,fill16,1,14745,14745,49151,0,1
color_r0.3_g0.6_b0.3_16383,fill16,1,4914,9829,4914,0,1
color_r0.3_g0.6_b0.3_32767,fill16,1,9830,19660,9830,0,1
color_r0.3_g0.6_b0.3_49151,fill16,1,14745,29490,14745,0,1
color_r0.3_g0.6_b0.6_16383,fill16,1,4914,9829,9829,0,1
color_r0.3_g0.6_b0.6_32767,fill16,1,9830,19660,19660,0,1
color_r0.3_g0.6_b0.6_49151,fill16,1,14745,29490,29490,0,1
color_r0.3_g0.6_b1.0_16383,fill16,1,4914,9829,16383,0,1
color_r0.3_g0.6_b1.0_32767,fill16,1,9830,19660,32767,0,1
color_r0.3_g0.6_b1.0_49151,fill16,1,14745,29490,49151,0,1
color_r0.3_g1.0_b0.3_16383,fill16,1,4914,16383,4914,0,1
color_r0.3_g1.0_b0.3_32767,fill16,1,9830,32767,9830,0,1
color_r0.3_g1.0_b0.3_49151,fill16,1,14745,49151,14745,0,1
color_r0.3_g1.0_b0.6_16383,fill16,1,4914,16383,9829,0,1
color_r0.3_g1.0_b0.6_32767,fill16,1,9830,32767,19660,0,1
color_r0.3_g1.0_b0.6_49151,fill16,1,14745,49151,29490,0,1
color_r0.3_g1.0_b1.0_16383,fill16,1,4914,16383,16383,0,1
color_r0.3_g1.0_b1.0_32767,fill16,1,9830,32767,32767,0,1
color_r0.3_g1.0_b1.0_49151,fill16,1,14745,49151,49151,0,1
color_r0.6_g0.3_b0.3_16383,fill16,1,9829,4914,4914,0,1
color_r0.6_g0.3_b0.3_32767,fill16,1,19660,9830,9830,0,1
color_r0.6_g0.3_b0.3_49151,fill16,1,29490,14745,14745,0,1
color_r0.6_g0.3_b0.6_16383,fill16,1,9829,4914,9829,0,1
color_r0.6_g0.3_b0.6_32767,fill16,1,19660,9830,19660,0,1
color_r0.6_g0.3_b0.6_49151,fill16,1,29490,14745,29490,0,1
color_r0.6_g0.3_b1.0_16383,fill16,1,9829,4914,16383,0,1
color_r0.6_g0.3_b1.0_32767,fill16,1,19660,9830,32767,0,1
color_r0.6_g0.3_b1.0_49151,fill16,1,29490,14745,49151,0,1
color_r0.6_g0.6_b0.3_16383,fill16,1,9829,9829,4914,0,1
color_r0.6_g0.6_b0.3_32767,fill16,1,19660,19660,9830,0,1
color_r0.6_g0.6_b0.3_49151,fill16,1,29490,29490,14745,0,1
color_r0.6_g0.6_b1.0_16383,fill16,1,9829,9829,16383,0,1
color_r0.6_g0.6_b1.0_32767,fill16,1,19660,19660,32767,0,1
color_r0.6_g0.6_b1.0_49151,fill16,1,29490,29490,49151,0,1
color_r0.6_g1.0_b0.3_16383,fill16,1,9829,16383,4914,0,1
color_r0.6_g1.0_b0.3_32767,fill16,1,19660,32767,9830,0,1
color_r0.6_g1.0_b0.3_49151,fill16,1,29490,49151,14745,0,1
color_r0.6_g1.0_b0.6_16383,fill16,1,9829,16383,9829,0,1
color_r0.6_g1.0_b0.6_32767,fill16,1,19660,32767,19660,0,1
color_r0.6_g1.0_b0.6_49151,fill16,1,29490,49151,29490,0,1
color_r0.6_g1.0_b1.0_16383,fill16,1,9829,16383,16383,0,1
color_r0.6_g1.0_b1.0_32767,fill16,1,19660,32767,32767,0,1
color_r0.6_g1.0_b1.0_49151,fill16,1,29490,49151,49151,0,1
color_r1.0_g0.3_b0.3_16383,fill16,1,16383,4914,4914,0,1
color_r1.0_g0.3_b0.3_32767,fill16,1,32767,9830,9830,0,1
color_r1.0_g0.3_b0.3_49151,fill16,1,49151,14745,14745,0,1
color_r1.0_g0.3_b0.6_16383,fill16,1,16383,4914,9829,0,1
color_r1.0_g0.3_b0.6_32767,fill16,1,32767,9830,19660,0,1
color_r1.0_g0.3_b0.6_49151,fill16,1,49151,14745,29490,0,1
color_r1.0_g0.3_b1.0_16383,fill16,1,16383,4914,16383,0,1
color_r1.0_g0.3_b1.0_32767,fill16,1,32767,9830,32767,0,1
color_r1.0_g0.3_b1.0_49151,fill16,1,49151,14745,49151,0,1
color_r1.0_g0.6_b0.3_16383,fill16,1,16383,9829,4914,0,1
color_r1.0_g0.6_b0.3_32767,fill16,1,32767,19660,9830,0,1
color_r1.0_g0.6_b0.3_49151,fill16,1,49151,29490,14745,0,1
color_r1.0_g0.6_b0.6_16383,fill16,1,16383,9829,9829,0,1
color_r1.0_g0.6_b0.6_32767,fill16,1,32767,19660,19660,0,1
color_r1.0_g0.6_b0.6_49151,fill16,1,49151,29490,29490,0,1
color_r1.0_g0.6_b1.0_16383,fill16,1,16383,9829,16383,0,1
color_r1.0_g0.6_b1.0_32767,fill16,1,32767,19660,32767,0,1
color_r1.0_g0.6_b1.0_49151,fill16,1,49151,29490,49151,0,1
color_r1.0_g1.0_b0.3_16383,fill16,1,16383,16383,4914,0,1
color_r1.0_g1.0_b0.3_32767,fill16,1,32767,32767,9830,0,1
color_r1.0_g1.0_b0.3_49151,fill16,1,49151,49151,14745,0,1
color_r1.0_g1.0_b0.6_16383,fill16,1,16383,16383,9829,0,1
color_r1.0_g1.0_b0.6_32767,fill16,1,32767,32767,19660,0,1
color_r1.0_g1.0_b0.6_49151,fill16,1,49151,49151,29490,0,1
neutral_rgbw025_05242,fill16,1,5242,5242,5242,1310,1
neutral_rgbw050_05242,fill16,1,5242,5242,5242,2621,1
warm_rgbw015_05242,fill16,1,5242,4456,3407,786,1
amber_rgbw020_05242,fill16,1,5242,4089,1048,1048,1
cool_rgbw015_05242,fill16,1,3669,4298,5242,786,1
neutral_rgbw025_11941,fill16,1,11941,11941,11941,2985,1
neutral_rgbw050_11941,fill16,1,11941,11941,11941,5970,1
warm_rgbw015_11941,fill16,1,11941,10150,7762,1791,1
amber_rgbw020_11941,fill16,1,11941,9314,2388,2388,1
cool_rgbw015_11941,fill16,1,8359,9792,11941,1791,1
neutral_rgbw025_18640,fill16,1,18640,18640,18640,4660,1
neutral_rgbw050_18640,fill16,1,18640,18640,18640,9320,1
warm_rgbw015_18640,fill16,1,18640,15844,12116,2796,1
amber_rgbw020_18640,fill16,1,18640,14539,3728,3728,1
cool_rgbw015_18640,fill16,1,13048,15285,18640,2796,1
neutral_rgbw025_25339,fill16,1,25339,25339,25339,6335,1
neutral_rgbw050_25339,fill16,1,25339,25339,25339,12670,1
warm_rgbw015_25339,fill16,1,25339,21538,16470,3801,1
amber_rgbw020_25339,fill16,1,25339,19764,5068,5068,1
cool_rgbw015_25339,fill16,1,17737,20778,25339,3801,1
neutral_rgbw025_32038,fill16,1,32038,32038,32038,8010,1
neutral_rgbw050_32038,fill16,1,32038,32038,32038,16019,1
warm_rgbw015_32038,fill16,1,32038,27232,20825,4806,1
amber_rgbw020_32038,fill16,1,32038,24990,6408,6408,1
cool_rgbw015_32038,fill16,1,22427,26271,32038,4806,1
neutral_rgbw025_38738,fill16,1,38738,38738,38738,9684,1
neutral_rgbw050_38738,fill16,1,38738,38738,38738,19369,1
warm_rgbw015_38738,fill16,1,38738,32927,25180,5811,1
amber_rgbw020_38738,fill16,1,38738,30216,7748,7748,1
cool_rgbw015_38738,fill16,1,27117,31765,38738,5811,1
neutral_rgbw025_45437,fill16,1,45437,45437,45437,11359,1
neutral_rgbw050_45437,fill16,1,45437,45437,45437,22718,1
warm_rgbw015_45437,fill16,1,45437,38621,29534,6816,1
amber_rgbw020_45437,fill16,1,45437,35441,9087,9087,1
cool_rgbw015_45437,fill16,1,31806,37258,45437,6816,1
neutral_rgbw025_52136,fill16,1,52136,52136,52136,13034,1
neutral_rgbw050_52136,fill16,1,52136,52136,52136,26068,1
warm_rgbw015_52136,fill16,1,52136,44316,33888,7820,1
amber_rgbw020_52136,fill16,1,52136,40666,10427,10427,1
cool_rgbw015_52136,fill16,1,36495,42752,52136,7820,1
neutral_rgbw025_58835,fill16,1,58835,58835,58835,14709,1
neutral_rgbw050_58835,fill16,1,58835,58835,58835,29418,1
warm_rgbw015_58835,fill16,1,58835,50010,38243,8825,1
amber_rgbw020_58835,fill16,1,58835,45891,11767,11767,1
cool_rgbw015_58835,fill16,1,41184,48245,58835,8825,1
neutral_rgbw025_65535,fill16,1,65535,65535,65535,16384,1
neutral_rgbw050_65535,fill16,1,65535,65535,65535,32768,1
warm_rgbw015_65535,fill16,1,65535,55705,42598,9830,1
amber_rgbw020_65535,fill16,1,65535,51117,13107,13107,1
cool_rgbw015_65535,fill16,1,45874,53739,65535,9830,1
BLACK_q16_00000,fill16,1,0,0,0,0,1
